productid,productname,productimages,productdescription,productsku,productminmaxquantity,productpriceselling,productstatus,productinventory,productcategory,productpricecost,productpricecompare,producttax_percent,productlabels,producttags
"","Ndc Polipak Dpm 4m x 5m 250mu","https://dam-assets.apps.travisperkins.group/o35mejn/GPID_1100895490_IMG_00.jpg","Damplas Damp Proof Membrane, 250mu, 4m x 5m, Black","4632671345","1,7",38.50,"ACTIVE",7,"Building Materials",33.48,"",20
"","Ndc Polipak Dpc 100mm x 30m","https://dam-assets.apps.travisperkins.group/xdme1n5/GPID_1100895496_IMG_00.jpg","Damplas Damp Proof Course (DPC), 30m x 100mm","2731076438","1,13",5.52,"ACTIVE",13,"Building Materials",4.8,"",20
"","Ndc Polipak Double Sided Butyl Tape","https://dam-assets.apps.travisperkins.group/x7ljrnn/GPID_1100897437_IMG_00.JPG","Damplas Double sided butyl tape, 10m x 50mm","4639672011","1,18",19.46,"ACTIVE",18,"Building Materials",16.92,"",20
"","Tarmac Trupack Black Cold Lay Bitumen Macadam 25kg","https://dam-assets.apps.travisperkins.group/xlmk4ed/GPID_1000134480_IMG_00.jpg","The Black Bitumen Asphalt From Tarmac's Macadam Range Repairs Driveways, Footpaths And Potholes. It Can Also Be Laid To Create Temporary Ramping. Its Formulation Not Only Makes Maintenance And Renovation Easy But Also Protects Against Water Damage And Cracks.","2164866710","1,209",13.79,"ACTIVE",209,"Building Materials",11.99,"",20
"","Buildgo MOT Type 1 Sub Base Bulk Bag","https://raw.githubusercontent.com/SahilDudhatWork/image-hosting/refs/heads/main/sku-938251.jpg","MOT Type 1 has crushed gravel stones that form the sublayer for road surfaces and pathways.  Hardwearing, this gravel provides a load bearing stable layer and a flat surface prior to a top coating of asphalt, concrete, shingle or block paving. The fine mixture also ensures minimal voids in the sublayer when compacted.","9646803176","1,5",71.86,"ACTIVE",5,"Building Materials",62.49,"",20
"","Buildgo Gravel and Shingle Bulk Bag 10mm","https://raw.githubusercontent.com/SahilDudhatWork/image-hosting/refs/heads/main/sku-938182.jpg","This bulk bag of 10mm gravel and shingle consists of small stones that are ideal for mixing with other products when concreting and floor screeding. Other uses include backfilling drains and landscaping tasks. It is recommended that the 20mm version or one of the decorative aggregates is used for driveways and paths as the small stones ca n be brought inside on footwear.","7753129688","1,3",67.72,"ACTIVE",3,"Building Materials",58.89,"",20
"","Buildgo Grit/Sharp Sand Bulk Bag","https://raw.githubusercontent.com/SahilDudhatWork/image-hosting/refs/heads/main/sku-938208.jpg","This high-strength bulk bag provides fine sharp aggregates used to make ready-mix concrete for multiple applications, such as paving, concreting and constructing floor screeds.","3090385021","1,4",67.72,"ACTIVE",4,"Building Materials",58.89,"",20
"","Buildgo Building Sand Bulk Bag","https://raw.githubusercontent.com/SahilDudhatWork/image-hosting/refs/heads/main/sku-938155.jpg","The builders bulk bag contains building sand of a consistent quality and colour. This essential building aggregate is ideal for use in a variety of applications, including bricklaying mortar.","9558571730","1,7",67.72,"ACTIVE",7,"Building Materials",58.89,"",20
"","Buildgo Sand and Stone Ballast Bulk Bag","https://raw.githubusercontent.com/SahilDudhatWork/image-hosting/refs/heads/main/sku-938169.jpg","This ballast bulk bag gives a mixture of sand and stone ballast to be mixed with cement for concreting applications. Also suitable for other building projects such as to provide an even sub-base for driveways, shed bases and more.","3617611239","1,6",67.72,"ACTIVE",6,"Building Materials",58.89,"",20
"","Buildgo Gravel and Shingle Trade Pack 20mm","https://dam-assets.apps.travisperkins.group/xkg68kj/GPID_1000328703_IMG_00.jpeg","The trade pack of 20mm gravel and shingle consists of larger stones that can be mixed with sand and cement for concreting. They are ideal to be used for driveways, borders, bedding drainage pipes and paths as well as a number of landscaping tasks.","4642918208","1,30",4.31,"ACTIVE",30,"Building Materials",3.75,"",20
"","Buildgo Building Sand Trade Pack","https://dam-assets.apps.travisperkins.group/bPpOa/GPID_1000328697_IMG_00.jpeg","The trade pack contains building sand of a consistent quality and colour. This essential building aggregate is ideal for use in a variety of applications, including bricklaying mortar.","6624212176","1,37",4.31,"ACTIVE",37,"Building Materials",3.75,"",20
"","Buildgo Grit/Sharp Sand Trade Pack","https://dam-assets.apps.travisperkins.group/WRB1v/GPID_1000328700_IMG_00.jpeg","This trade pack provides fine sharp aggregates used to make ready-mix concrete for multiple applications, such as paving, concreting and constructing floor screeds.","7624271201","1,189",4.31,"ACTIVE",189,"Building Materials",3.75,"",20
"","Buildgo Plastering Sand Bulk Bag","https://raw.githubusercontent.com/SahilDudhatWork/image-hosting/refs/heads/main/sku-938196.jpg","This plastering sand can be used for a variety of internal and external purposes. As well as plastering, it is also used for rendering of walls and brickwork. A mix of soft and sharp sand of consistent colour and quality. Makes bricklaying mortar when mixed with cement and water.","1639666288","1,5",67.72,"ACTIVE",5,"Building Materials",58.89,"",20
"","Rock Salt Traditional Colour 20kg Trade Bag","https://dam-assets.apps.travisperkins.group/KRwPr/GPID_1000002887_IMG_00.jpeg","An ideal salt for de-icing as well preventing ice and snow build-up on roads, driveways, and paths. It can be mixed with sand to improve vehicle traction in slippery conditions.","9759419092","1,160",10.79,"ACTIVE",160,"Building Materials",9.38,"",20
"","Kiln Dried Paving Sand 20kg","https://dam-assets.apps.travisperkins.group/x21mred/GPID_1100916921_IMG_00.png","Tarmac's Kiln Dried Paving Sand Is Used As Infill Between Block Paving Or Paving Slabs. It Is A Clean And Fine Dry Aggregate Sand For Brushing Into Joints Of Paving To Help Prevent Movement Whilst Allowing Drainage.","5303003086","1,115",4.31,"ACTIVE",115,"Building Materials",3.75,"",20
"","Buildgo Sand and Stone Ballast Trade Pack","https://dam-assets.apps.travisperkins.group/3WwLA/GPID_1000328696_IMG_00.jpeg","This trade pack provides sand and stone ballast that creates concrete when added to cement. Ideal for concreting and laying screeds, it can also be used to provide an even and strong sub-base prior to laying paving for projects such as driveways and shed bases.","7659844778","1,166",4.31,"ACTIVE",166,"Building Materials",3.75,"",20
"","Buildgo Gravel and Shingle Trade Pack 10mm","https://dam-assets.apps.travisperkins.group/oz89d5l/GPID_1000328702_IMG_00.jpeg","This trade pack of 10mm gravel and shingle consists of small stones that are ideal for mixing with other products when concreting and floor screeding. Other uses include backfilling drains and landscaping tasks. It is recommended that the 20mm version or one of the decorative aggregates is used for driveways and paths as the small stones can be brought inside on footwear.","1372737792","1,40",4.31,"ACTIVE",40,"Building Materials",3.75,"",20
"","Plastering Sand Trade Pack","https://dam-assets.apps.travisperkins.group/rrp0B/GPID_1000328699_IMG_00.jpeg","A mixture of sharp and soft sand for various uses by plasterers","8484555540","1,62",4.31,"ACTIVE",62,"Building Materials",3.75,"",20
"","Osmadrain Drainage Plain End Pipe 110mm 3 Meter","https://dam-assets.apps.travisperkins.group/xdmedzk/GPID_1000199458_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","2605469414","1,58",23.32,"ACTIVE",58,"Building Materials",20.28,"",20
"","OsmaDrain Double Socket adjustable bend 0-30° 110mm 4D573","https://dam-assets.apps.travisperkins.group/oyy150l/GPID_1000199526_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","5840560551","1,21",31.67,"ACTIVE",21,"Building Materials",27.54,"",20
"","Osmadrain Drainage Double Socket Pipe Coupler 110mm","https://dam-assets.apps.travisperkins.group/o0n1j65/GPID_1000199476_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","6856904875","1,97",7.92,"ACTIVE",97,"Building Materials",6.89,"",20
"","OsmaDrain Plain Ended Socket Plug (Closed) 110mm 4D296","https://dam-assets.apps.travisperkins.group/o504qnm/GPID_1000199481_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","6544013056","1,23",10.35,"ACTIVE",23,"Building Materials",9,"",20
"","OsmaDrain Double Socket Short Radius Bend 45° 110mm 4D563","https://dam-assets.apps.travisperkins.group/xkgm8q7/GPID_1000199494_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","8052554198","1,47",23.67,"ACTIVE",47,"Building Materials",20.58,"",20
"","OsmaDrain Plain Ended Rodding Eye 110mm 4D360","https://dam-assets.apps.travisperkins.group/xlm29wd/GPID_1000334706_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","3513179498","1,9",48.27,"ACTIVE",9,"Building Materials",41.97,"",20
"","Osmadrain Drainage Short Radius Bend 87 Degree Single Socket 110mm","https://dam-assets.apps.travisperkins.group/o8r6eq3/GPID_1000199467_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","6272885074","1,42",18.20,"ACTIVE",42,"Building Materials",15.83,"",20
"","Osmadrain Drainage Equal Junction 87 Degree Double Socket 110mm","https://dam-assets.apps.travisperkins.group/v969e70/GPID_1000199475_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","1071004310","1,28",31.83,"ACTIVE",28,"Building Materials",27.68,"",20
"","Osmadrain Drainage Short Radius Bend 30 Degree Single Socket 110mm","https://dam-assets.apps.travisperkins.group/v6weyjm/GPID_1000199470_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","1208674327","1,35",12.66,"ACTIVE",35,"Building Materials",11.01,"",20
"","Osmadrain Drainage Short Radius Bend 45 Degree Single Socket 110mm","https://dam-assets.apps.travisperkins.group/xgyqpmg/GPID_1000199469_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","1095399759","1,42",18.19,"ACTIVE",42,"Building Materials",15.82,"",20
"","Osmadrain Drainage Short Radius Bend 15 Degree Single Socket 110mm","https://dam-assets.apps.travisperkins.group/oyy15nl/GPID_1000199471_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","9170704890","1,38",12.13,"ACTIVE",38,"Building Materials",10.55,"",20
"","OsmaDrain Bottle Gully 87.5° 110mm (closed bosses) 4D900","https://dam-assets.apps.travisperkins.group/oj0mezm/GPID_1000199511_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","5710677255","1,7",48.55,"ACTIVE",7,"Building Materials",42.22,"",20
"","Osmadrain Drainage Equal Junction 45 Degree Single Socket 110mm","https://dam-assets.apps.travisperkins.group/xgyqpzg/GPID_1000199477_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","9212004022","1,27",29.39,"ACTIVE",27,"Building Materials",25.56,"",20
"","OsmaDrain Plain Ended Hopper 110mm 4D507","https://dam-assets.apps.travisperkins.group/oe0jqlq/GPID_1000199488_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","2956875708","1,14",22.03,"ACTIVE",14,"Building Materials",19.16,"",20
"","Osmadrain Drainage Equal Junction 45 Degree Double Socket 110mm","https://dam-assets.apps.travisperkins.group/o35m175/GPID_1000199478_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","3599850813","1,24",36.37,"ACTIVE",24,"Building Materials",31.63,"",20
"","OsmaDrain Double Socket Long Radius bend 87.5° 110mm 4D581","https://dam-assets.apps.travisperkins.group/orm689r/GPID_1000199498_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","2362328662","1,15",28.00,"ACTIVE",15,"Building Materials",24.35,"",20
"","OsmaDrain Soluble Lubricant 500g 4D391","https://dam-assets.apps.travisperkins.group/KoR22/GPID_1000199522_IMG_00.jpeg","Cleaners, solvent cements, lubricants","7321922512","1,3",11.58,"ACTIVE",3,"Building Materials",10.07,"",20
"","OsmaDrain universal rainwater adaptor 110x70mm","https://dam-assets.apps.travisperkins.group/v16mn7d/GPID_1000138577_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","4513989887","1,33",7.67,"ACTIVE",33,"Building Materials",6.67,"",20
"","OsmaDrain Drainage Double Socket Short Radius Bend 87Degree 110mm 4D561","https://dam-assets.apps.travisperkins.group/xp8grzn/GPID_1000199492_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","5995361484","1,40",18.68,"ACTIVE",40,"Building Materials",16.24,"",20
"","OsmaDrain Temporary Site Cap 110mm 4D295","https://dam-assets.apps.travisperkins.group/v441d3e/GPID_1000138581_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","7921753816","1,26",2.42,"ACTIVE",26,"Building Materials",2.1,"",20
"","OsmaDrain Double Socket Short Radius Bend 11.25° 110mm 4D568","https://dam-assets.apps.travisperkins.group/xw4ympl/GPID_1000199520_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","5162040845","1,2",21.63,"ACTIVE",2,"Building Materials",18.81,"",20
"","Osmadrain Drainage Double Socket Slip Coupler 110mm","https://dam-assets.apps.travisperkins.group/xw4ymll/GPID_1000199460_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","2190890691","1,28",15.31,"ACTIVE",28,"Building Materials",13.31,"",20
"","OsmaDrain Gully Grating 4D506 (for Universal Gully range)","https://dam-assets.apps.travisperkins.group/KweEg/GPID_1000199487_IMG_00.jpeg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","2877545651","1,26",4.43,"ACTIVE",26,"Building Materials",3.85,"",20
"","OsmaDrain Single Socket Universal Gully Trap 110mm 4D500","https://dam-assets.apps.travisperkins.group/oq4rm25/GPID_1000199483_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","4524490710","1,19",20.04,"ACTIVE",19,"Building Materials",17.43,"",20
"","Osmadrain Plain Ended Vertical Inlet Hopper 110mm 4D508","https://dam-assets.apps.travisperkins.group/orm68zr/GPID_1000199489_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","7571800385","1,14",26.93,"ACTIVE",14,"Building Materials",23.42,"",20
"","OsmaDrain Soluble Lubricant 2.5kg 4D395","https://dam-assets.apps.travisperkins.group/YNO5W/GPID_1000082456_IMG_00.jpeg","Cleaners, solvent cements, lubricants","2204660521","1,7",37.32,"ACTIVE",7,"Building Materials",32.45,"",20
"","Osmadrain Drainage Equal Junction 87 Degree Single Socket 110mm","https://dam-assets.apps.travisperkins.group/x21nj7y/GPID_1000199474_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m","6639921903","1,29",28.16,"ACTIVE",29,"Building Materials",24.49,"",20
"","OsmaDrain Single Socket adjustable bend 0-30° 110mm 4D173","https://dam-assets.apps.travisperkins.group/o35m1p5/GPID_1000199525_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","1097300354","1,29",27.11,"ACTIVE",29,"Building Materials",23.57,"",20
"","OsmaDrain Double Socket Short Radius Bend 15° 110mm 4D567","https://dam-assets.apps.travisperkins.group/xgyqp0g/GPID_1000199496_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","6636783493","1,40",21.78,"ACTIVE",40,"Building Materials",18.94,"",20
"","OsmaDrain Double Socket Short Radius Bend 30° 110mm 4D566","https://dam-assets.apps.travisperkins.group/xkgm8e7/GPID_1000199495_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","2601217154","1,21",21.78,"ACTIVE",21,"Building Materials",18.94,"",20
"","4TRADE Weed Control Landscape Fabric 2m x 25m","https://dam-assets.apps.travisperkins.group/ymGY4/GPID_1000797695_IMG_00.jpg","The 4TRADE Weed Control Landscape Fabric is ideal for garden landscaping when used under chipped barks, flower beds, organic mulches or decorative gravel. Suitable for heavy duty applications, including pathways and landscaping, this fabric is helpful in suppressing and controlling weeds.","5235080318","1,6",46.83,"ACTIVE",6,"Building Materials",40.72,"",20
"","ROM Concrete Reinforcing Steel Bar High Yield Rebar T16 3000mm x 16mm","https://dam-assets.apps.travisperkins.group/v6ww3m3/GPID_1000391596_IMG_00.jpeg","This concrete rebar from ROM is a standard reinforcing steel rod designed for use as a tension device in concrete structures to strengthen and hold the concrete together. Versatile and durable, it can be cut to the desired size and welded into position and set in place before concrete is poured.","8271724635","1,5",23.15,"ACTIVE",5,"Building Materials",20.13,"",20
"","Osma 450mm Universal Inspection Chamber A15 Square Cover & Frame 4D920","https://dam-assets.apps.travisperkins.group/x21njzd/GPID_1000392329_IMG_00.jpg","Osma 450mm diameter Universal Inspection Chamber Range for installations to a maximum of 1.2m (adoptable and non-adoptable)","4836613382","1,3",97.23,"ACTIVE",3,"Building Materials",84.55,"",20
"","Osma 450mm Universal Inspection Chamber Shaft 4D975","https://dam-assets.apps.travisperkins.group/v441dz0/GPID_1000138564_IMG_00.jpg","Osma 450mm diameter Universal Inspection Chamber Range for installations to a maximum of 1.2m (adoptable and non-adoptable)","5475617499","1,16",48.18,"ACTIVE",16,"Building Materials",41.9,"",20
"","Osma 450mm Universal Inspection Chamber Base Straight Channel and 4x110mm Branches 4D922","https://dam-assets.apps.travisperkins.group/xgyqpng/GPID_1000199528_IMG_00.jpg","Osma 450mm diameter Universal Inspection Chamber Range for installations to a maximum of 1.2m (adoptable and non-adoptable)","1712557818","1,3",139.67,"ACTIVE",3,"Building Materials",121.45,"",20
"","Osma 250mm Shallow Inspection Chamber Square Cover and Adjustable Frame 4D961","https://dam-assets.apps.travisperkins.group/v969e30/GPID_1000334696_IMG_00.jpg","Osma 250mm diameter Shallow Inspection Chamber range for use to a maximum invert depth of 0.6m (adoptable and non-adoptable)","2563758944","1,6",54.88,"ACTIVE",6,"Building Materials",47.72,"",20
"","Osma 250mm Shallow Inspection Chamber with Base and Integral Shaft 4D960","https://dam-assets.apps.travisperkins.group/K6w1N/GPID_1000392348_IMG_00.jpeg","Osma 250mm diameter Shallow Inspection Chamber range for use to a maximum invert depth of 0.6m (adoptable and non-adoptable)","6864244445","1,3",96.62,"ACTIVE",3,"Building Materials",84.02,"",20
"","Flexseal AC6000 Adaptor Coupling 180-200/160-180","https://dam-assets.apps.travisperkins.group/bm5r2/GPID_1000079435_IMG_00.jpg","Flexseal Adaptor Couplings, sometimes referred to as reducer couplings, are designed to connect unadopted drainage pipes with different outside diameters Ð connecting larger drainage pipes to smaller drainage pipes and vice versa. Conforms to standard EN295-4","4569934297","1,3",23.38,"ACTIVE",3,"Building Materials",20.33,"",20
"","Flexseal SC175 Standard Coupling 150-175","https://dam-assets.apps.travisperkins.group/vnerej8/GPID_1000197259_IMG_00.jpg","Shear banded couplings are a requirement of the UK water companies when connecting onto their assets. This requirement forms part of Water Industry Specification (WIS) 4-41-01, which outlines the requirements to connect pipes on adopted systems using only shear banded couplings. The shear band gives the connection added protection against shear loads that could cause the pipes to become mis-aligned.","5409710131","1,3",23.80,"ACTIVE",3,"Building Materials",20.7,"",20
"","Flexseal AC4000 Adaptor Coupling 121-136/110-121","https://dam-assets.apps.travisperkins.group/2wGg1/GPID_1000079434_IMG_00.jpg","Flexseal Adaptor Couplings, sometimes referred to as reducer couplings, are designed to connect unadopted drainage pipes with different outside diameters ï¿½ connecting larger drainage pipes to smaller drainage pipes and vice versa. Conforms to standard EN295-4","8646182633","1,4",15.05,"ACTIVE",4,"Building Materials",13.09,"",20
"","Flexseal DC115 Drain Coupling 100-115","https://dam-assets.apps.travisperkins.group/bm5Nd/GPID_1000135632_IMG_00.jpg","Flexseal Drain Couplings, sometimes referred to as couplers, are simple, easy to use drainage pipe connectors. Drain Couplings are designed to connect two pipes with the same or similar outside diameter.","8747858433","1,9",15.05,"ACTIVE",9,"Building Materials",13.09,"",20
"","OsmaDrain Internal Drain Connector 32/40x110mm 4D298","https://dam-assets.apps.travisperkins.group/o504q7m/GPID_1000334694_IMG_00.jpg","OsmaDrain, foul and surface water drainage system for use in gravity drainage applications at depths of up to 10m.","8548337869","1,31",8.13,"ACTIVE",31,"Building Materials",7.07,"",20
"","Flexseal SC120 Standard Coupling 105-120","https://dam-assets.apps.travisperkins.group/LEmrw/GPID_1000197258_IMG_00.jpg","Shear banded couplings are a requirement of the UK water companies when connecting onto their assets. This requirement forms part of Water Industry Specification (WIS) 4-41-01, which outlines the requirements to connect pipes on adopted systems using only shear banded couplings. The shear band gives the connection added protection against shear loads that could cause the pipes to become mis-aligned.","1510669011","1,4",27.25,"ACTIVE",4,"Building Materials",23.7,"",20
"","Flexseal DC165 Drain Coupling 150-165","https://dam-assets.apps.travisperkins.group/dd5on/GPID_1000330664_IMG_00.jpg","Flexseal Drain Couplings, sometimes referred to as couplers, are simple, easy to use drainage pipe connectors. Drain Couplings are designed to connect two pipes with the same or similar outside diameter.","7915588975","1,3",23.80,"ACTIVE",3,"Building Materials",20.7,"",20
"","Supreme PAD03 Concrete Padstone 440mm x 140mm x 102mm","https://dam-assets.apps.travisperkins.group/l3pAG/GPID_1000198148_IMG_00.jpeg","Padstones can be used in orientation, developed to ensure optimal performance.","2132318046","1,1",27.68,"ACTIVE",1,"Building Materials",24.07,"",20
"","Supreme PAD07 Concrete Padstone 440mm x 140mm x 215mm","https://dam-assets.apps.travisperkins.group/KLnZz/GPID_1000136446_IMG_00.jpeg","Padstones can be used in orientation, developed to ensure optimal performance.","6805262959","1,1",38.84,"ACTIVE",1,"Building Materials",33.77,"",20
"","Iko Shed Felt Green Slate 1 x 10m","https://dam-assets.apps.travisperkins.group/Mb1Aw/GPID_1000005043_IMG_00.jpeg","IKO Shed Felt is an economical, bituminous, fibre based roofing felt with a protective and decorative fine mineral finish. It is used to waterproof and protect a variety of common garden buildings, such as sheds, summerhouses, kennels and hutches","2996336778","1,8",47.00,"ACTIVE",8,"Building Materials",40.87,"",20
"","Iko Trade Top Sheet Green 1 x 10m","https://dam-assets.apps.travisperkins.group/7WEk4/GPID_1000005131_IMG_00.jpeg","IKO Trade Top Sheet is a heavyweight green surfaced top layer and is ideal for use as the cap sheet to a multi-layer system on garden buildings or a single layer on shed roofs (non-habitable buildings)","5721172925","1,5",39.47,"ACTIVE",5,"Building Materials",34.32,"",20
"","Acrypol + Waterproof Roof Coating 5kg Grey","https://dam-assets.apps.travisperkins.group/7yyNx/GPID_1000054079_IMG_00.jpeg","Acrypol+ is a total roof coating waterproofing system developed to refurbish failed industrial, commercial or domestic flat roofs.","5235281824","1,16",74.74,"ACTIVE",16,"Building Materials",64.99,"",20
"","Easy Trim Prem Mult Cavity Closer 50/100 2.4m","https://dam-assets.apps.travisperkins.group/o0ng6nw/GPID_1100523687_IMG_00.jpg","Easy-trim Cavity Closer Provides A Simple And Highly Effective Method For Closing Cavities Around Openings In Masonry Cavity, Timber Frame And Steel Frame System Wall Constructions.  Suitable For Use In Both New Build And Refurbishment. An Easy Way To Achieve Building Regulations Compliance When Closing Cavities Where Cavity Widths Are Unknown. Available In 2 Profiles To Fit Cavity Widths Between 50-150mm.","3760782386","1,25",13.12,"ACTIVE",25,"Building Materials",11.41,"",20
"","Calder Industrial Code 3 Lead Flashing 150mm x 6000mm","https://dam-assets.apps.travisperkins.group/P8QbV/GPID_1000411030_IMG_00.jpeg","Lead roof flashing provides a long-term watertight roofing option and lasts three times longer than most man-made alternatives.","6914759705","1,3",58.16,"ACTIVE",3,"Building Materials",50.57,"",20
"","Calder Industrial Code 4 Lead Flashing 150mm x 3000mm","https://dam-assets.apps.travisperkins.group/BJg15/GPID_1000411062_IMG_01.jpeg","Lead roof flashing provides a long-term watertight roofing option and lasts three times longer than most man-made alternatives.","7835184966","1,4",37.33,"ACTIVE",4,"Building Materials",32.46,"",20
"","Tyvek® Acrylic Single-Sided Tape 75mm x 25m","https://dam-assets.apps.travisperkins.group/nqGYy/GPID_1000571576_IMG_00.jpg","Tape is a single-sided acrylic tape that is particularly suitable for damage repairs or making good as well as seals around pipes, windows or overlaps.","9784784459","1,1",28.21,"ACTIVE",1,"Building Materials",24.53,"",20
